//id|editableType|itemCategory|actionType|hitsoundType|name|textureName|textureHash|itemKind|val1|textureX|textureY|spreadType|isStripeyWallpaper|collisionType|breakHits|dropChance|clothingType|rarity|maxAmount|extraFile|extraFileHash|audioVolume|petName|petPrefix|petSuffix|petAbility|seedBase|seedOverlay|treeBase|treeLeaves|seedColor|seedOverlayColor|unkval1|growTime|val2|isRayman|extraOptions|texture2|extraOptions2|punchOptions

version|14
item_count|11870


3543|4|0|19|0|Hero Portrait - Buddy Seed|vilpix.rttex|-1895747960|0|-1|4|7|1|0|0|120|2|0|999|200||0|400|||||11|6|3|6|30028031|119472127|0|3600|0|0||||
3544|20|0|64|1|Picasso Triggerfish|fish_page1.rttex|-1565372713|0|-1|8|3|1|0|0|36|4|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3545|4|0|19|1|Picasso Triggerfish Seed|fish_page1.rttex|-1565372713|0|-1|8|3|1|0|0|120|2|0|999|200||0|400|||||12|8|4|0|-306941953|15399679|0|3600|0|0||||
3546|20|0|8|0|Fish And Chips|tiles_page5.rttex|523159412|0|-1|10|13|1|0|0|24|5|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3547|4|0|19|0|Fish And Chips Seed|tiles_page5.rttex|523159412|0|-1|10|13|1|0|0|120|2|0|999|200||0|400|||||13|10|5|2|1588851967|-2033259265|0|3600|0|0||||
3548|130|0|77|3|Battle Pet Cage|tiles_page5.rttex|523159412|0|-1|11|13|1|0|0|60|3|0|79|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3549|0|0|19|3|Battle Pet Cage Seed|tiles_page5.rttex|523159412|0|-1|11|13|1|0|0|120|2|0|79|200||0|400|||||14|12|6|4|639769343|1380396799|0|495409|0|0||||
3550|20|0|64|1|Axolotl|fish_page1.rttex|-1565372713|4|-1|8|6|1|0|0|36|4|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3551|4|0|19|1|Axolotl Seed|fish_page1.rttex|-1565372713|0|-1|8|6|1|0|0|120|2|0|999|200||0|400|||||15|14|7|6|-728173569|1818161919|0|3600|0|0||||
3552|6|0|20|1|Battle Leash|player_handitem3.rttex|-2094223541|0|-1|0|7|1|0|1|0|0|5|100|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3553|4|0|19|1|Battle Leash Seed|player_handitem3.rttex|-2094223541|0|-1|0|7|1|0|0|120|2|5|100|200||0|400|||||0|0|0|0|164820991|-141030913|0|1003000|0|0||||
3554|21|16|78|0|Pet Trainer|tiles_page5.rttex|523159412|0|-1|12|13|1|0|0|60|3|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3555|4|0|19|0|Pet Trainer Seed|tiles_page5.rttex|523159412|0|-1|12|13|1|0|0|120|2|0|999|200||0|400|||||1|2|1|2|639769343|1380396799|0|3600|0|0||||
3556|0|0|18|0|Dark Cave Background|tiles_page6.rttex|-1804117597|33|-1|8|0|5|0|0|18|4|0|1|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3557|0|0|19|0|Dark Cave Background Seed|tiles_page6.rttex|-1804117597|0|-1|8|0|5|0|0|120|2|0|1|200||0|400|||||2|4|2|4|460799|859580159|0|31|0|0||||
3558|1|0|79|3|Steam Engine|tiles_page5.rttex|523159412|26|-1|14|12|1|0|0|42|8|0|112|200|audio/hiss2.wav|-2117854306|2000|||||0|0|0|0|-1|-1|0|0|0|0||||
3559|0|0|19|3|Steam Engine Seed|tiles_page5.rttex|523159412|0|-1|14|12|1|0|0|120|2|0|112|200||0|400|||||3|6|3|6|405624063|-1749241089|0|1408288|0|0||||
3560|20|0|8|0|Lock Mover|tiles_page5.rttex|523159412|0|-1|13|13|1|0|0|18|4|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3561|4|0|19|0|Lock Mover Seed|tiles_page5.rttex|523159412|0|-1|13|13|1|0|0|120|2|0|999|200||0|400|||||4|8|4|0|-369164289|113702655|0|3600|0|0||||
3562|20|0|8|0|Cave Blast|tiles_page5.rttex|523159412|0|-1|8|14|1|0|0|18|4|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3563|4|0|19|0|Cave Blast Seed|tiles_page5.rttex|523159412|0|-1|8|14|1|0|0|120|2|0|999|200||0|400|||||5|10|5|2|-957184001|893473279|0|3600|0|0||||
3564|0|32|17|2|Cave Dirt|tiles_page6.rttex|-1804117597|0|-1|0|0|5|0|1|18|8|0|1|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3565|0|0|19|2|Cave Dirt Seed|tiles_page6.rttex|-1804117597|0|-1|0|0|5|0|0|120|2|0|1|200||0|400|||||6|12|6|4|1147892479|320741887|0|31|0|0||||
3566|0|32|17|2|Cave Column|tiles_page6.rttex|-1804117597|0|-1|0|4|7|0|0|18|4|0|2|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3567|0|0|19|2|Cave Column Seed|tiles_page6.rttex|-1804117597|0|-1|0|4|7|0|0|120|2|0|2|200||0|400|||||7|14|7|6|641812223|371402495|0|68|0|0||||
3568|0|32|6|2|Stalagmite|tiles_page6.rttex|-1804117597|0|-1|4|4|1|0|1|36|8|0|9|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3569|0|0|19|2|Stalagmite Seed|tiles_page6.rttex|-1804117597|0|-1|4|4|1|0|0|120|2|0|9|200||0|400|||||8|0|0|0|168694015|557333759|0|999|0|0||||
3570|0|32|6|2|Stalactite|tiles_page6.rttex|-1804117597|0|-1|5|4|1|0|1|36|8|0|9|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3571|0|0|19|2|Stalactite Seed|tiles_page6.rttex|-1804117597|0|-1|5|4|1|0|0|120|2|0|9|200||0|400|||||9|2|1|2|168694015|557333759|0|999|0|0||||
3572|0|32|14|2|Cave Platform|tiles_page6.rttex|-1804117597|0|-1|6|4|8|0|2|18|8|0|7|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3573|0|0|19|2|Cave Platform Seed|tiles_page6.rttex|-1804117597|0|-1|6|4|8|0|0|120|2|0|7|200||0|400|||||10|4|2|4|371402495|1029596415|0|553|0|0||||
3574|20|0|20|1|Spelunker's Headlamp|player_hairhair2.rttex|-1122106487|0|-1|2|3|1|0|1|0|0|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3575|4|0|19|1|Spelunker's Headlamp Seed|player_hairhair2.rttex|-1122106487|0|-1|2|3|1|0|0|120|2|0|999|200||0|400|||||11|6|3|6|80411903|-640034305|0|3600|0|0||||
3576|20|0|20|1|Night Vision Goggles|player_faceitem3.rttex|-150833134|23|-1|1|2|1|0|1|0|0|4|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3577|4|0|19|1|Night Vision Goggles Seed|player_faceitem3.rttex|-150833134|0|-1|1|2|1|0|0|120|2|4|999|200||0|400|||||12|8|4|0|690563583|536824831|0|3600|0|0||||
3578|4|0|20|1|Hand Torch|player_handitem3.rttex|-2094223541|0|-1|1|7|1|0|1|0|0|5|4|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3579|4|0|19|1|Hand Torch Seed|player_handitem3.rttex|-2094223541|0|-1|1|7|1|0|0|120|2|5|4|200||0|400|||||13|10|5|2|-2125562369|1010040831|0|184|0|0||||
3580|20|0|16|1|Purple Cave Crystal|tiles_page6.rttex|-1804117597|34|-1|0|5|9|0|1|36|8|0|10|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3581|4|0|19|1|Purple Cave Crystal Seed|tiles_page6.rttex|-1804117597|0|-1|0|5|9|0|0|120|2|0|10|200||0|400|||||14|12|6|4|-836209921|-2883585|0|1300|0|0||||
3582|20|0|16|1|Golden Cave Crystal|tiles_page6.rttex|-1804117597|34|-1|4|5|9|0|1|36|8|0|100|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3583|4|0|19|1|Golden Cave Crystal Seed|tiles_page6.rttex|-1804117597|0|-1|4|5|9|0|0|120|2|0|100|200||0|400|||||15|14|7|6|3504383|13959167|0|1003000|0|0||||
3584|0|0|16|1|Aqua Cave Crystal|tiles_page6.rttex|-1804117597|34|-1|8|5|9|0|1|36|8|0|10|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3585|0|0|19|1|Aqua Cave Crystal Seed|tiles_page6.rttex|-1804117597|0|-1|8|5|9|0|0|120|2|0|10|200||0|400|||||0|0|0|0|290849023|-65281|0|1300|0|0||||
3586|0|32|17|2|Climbing Wall|tiles_page5.rttex|523159412|0|-1|9|14|1|0|0|18|8|0|32|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3587|0|0|19|2|Climbing Wall Seed|tiles_page5.rttex|523159412|0|-1|9|14|1|0|0|120|2|0|32|200||0|400|||||1|2|1|2|320741887|1029596415|0|33728|0|0||||
3588|20|0|20|1|Climbing Picks|player_handitem3.rttex|-2094223541|11|-1|2|7|1|0|1|0|0|5|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3589|4|0|19|1|Climbing Picks Seed|player_handitem3.rttex|-2094223541|0|-1|2|7|1|0|0|120|2|5|999|200||0|400|||||2|4|2|4|439525119|1027423743|0|3600|0|0||||
3590|4|0|20|1|Climbing Boots|player_feet4.rttex|804065175|0|-1|7|0|1|0|1|0|0|3|41|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3591|4|0|19|1|Climbing Boots Seed|player_feet4.rttex|804065175|0|-1|7|0|1|0|0|120|2|3|41|200||0|400|||||3|6|3|6|423256575|296672255|0|70151|0|0||||
3592|0|0|17|3|Steam Pipe|tiles_page1.rttex|91467596|36|-1|4|8|5|0|0|36|5|0|63|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3593|0|0|19|3|Steam Pipe Seed|tiles_page1.rttex|91467596|0|-1|4|8|5|0|0|120|2|0|63|200||0|400|||||4|8|4|0|1215457023|-1749241089|0|251937|0|0||||
3594|20|0|20|1|Maracas|player_handitem3.rttex|-2094223541|11|-1|3|7|1|0|1|0|0|5|999|200|audio/clatter.wav|1345520170|100|||||0|0|0|0|-1|-1|0|0|0|0||||
3595|4|0|19|1|Maracas Seed|player_handitem3.rttex|-2094223541|0|-1|3|7|1|0|0|120|2|5|999|200||0|400|||||5|10|5|2|681375487|-156686081|0|3600|0|0||||
3596|20|0|20|1|Pinata Pal|player_handitem3.rttex|-2094223541|6|-1|4|7|1|0|1|0|0|5|999|200|game/pepina.rttex|-1792150839|0|||||0|0|0|0|-1|-1|0|0|0|0||||
3597|4|0|19|1|Pinata Pal Seed|player_handitem3.rttex|-2094223541|0|-1|4|7|1|0|0|120|2|5|999|200||0|400|||||6|12|6|4|-311835393|1004597247|0|3600|0|0||||
3598|20|0|17|0|Festive Banner|tiles_page5.rttex|523159412|0|-1|11|14|3|0|1|24|8|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3599|4|0|19|0|Festive Banner Seed|tiles_page5.rttex|523159412|0|-1|11|14|3|0|0|120|2|0|999|200||0|400|||||7|14|7|6|871301119|327875071|0|3600|0|0||||
3600|20|0|8|0|Fish Taco|tiles_page5.rttex|523159412|0|-1|15|14|1|0|0|24|5|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3601|4|0|19|0|Fish Taco Seed|tiles_page5.rttex|523159412|0|-1|15|14|1|0|0|120|2|0|999|200||0|400|||||8|0|0|0|-1984245761|1339027455|0|3600|0|0||||
3602|20|0|20|1|Fiesta Dress|player_shirt2.rttex|-1376760793|0|-1|5|4|1|0|1|0|0|1|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3603|4|0|19|1|Fiesta Dress Seed|player_shirt2.rttex|-1376760793|0|-1|5|4|1|0|0|120|2|1|999|200||0|400|||||9|2|1|2|-14425857|-592390145|0|3600|0|0||||
3604|21|0|5|3|Golden Treasure Hoard|tiles_page5.rttex|523159412|0|-1|8|15|1|0|0|48|8|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3605|4|0|19|3|Golden Treasure Hoard Seed|tiles_page5.rttex|523159412|0|-1|8|15|1|0|0|120|2|0|999|200||0|400|||||10|4|2|4|467004415|-973733889|0|3600|0|0||||
3606|20|0|17|1|Topaz Block|tiles_page5.rttex|523159412|0|-1|9|15|1|0|1|54|4|0|100|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3607|4|0|19|1|Topaz Block Seed|tiles_page5.rttex|523159412|0|-1|9|15|1|0|0|120|2|0|100|200||0|400|||||11|6|3|6|1596981192|-1028784129|0|1003000|0|0||||
3608|20|0|5|2|Deep Iron|tiles_page5.rttex|523159412|0|-1|10|15|1|0|1|54|4|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3609|4|0|19|2|Deep Iron Seed|tiles_page5.rttex|523159412|0|-1|10|15|1|0|0|120|2|0|999|200||0|400|||||12|8|4|0|1700410879|-1901441281|0|3600|0|0||||
3610|20|0|37|2|Deep Iron Ore|tiles_page5.rttex|523159412|0|-1|11|15|1|0|1|54|4|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3611|4|0|19|2|Deep Iron Ore Seed|tiles_page5.rttex|523159412|0|-1|11|15|1|0|0|120|2|0|999|200||0|400|||||13|10|5|2|1700410879|-1901441281|0|3600|0|0||||
3612|20|0|8|3|Deep Iron Ingot|tiles_page5.rttex|523159412|0|-1|12|15|1|0|1|54|4|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3613|4|0|19|3|Deep Iron Ingot Seed|tiles_page5.rttex|523159412|0|-1|12|15|1|0|0|120|2|0|999|200||0|400|||||14|12|6|4|1700410879|-1901441281|0|3600|0|0||||
3614|20|0|8|3|Pick Blade|tiles_page5.rttex|523159412|0|-1|13|15|1|0|1|54|4|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3615|4|0|19|3|Pick Blade Seed|tiles_page5.rttex|523159412|0|-1|13|15|1|0|0|120|2|0|999|200||0|400|||||15|14|7|6|1700410879|-1901441281|0|3600|0|0||||
3616|11|2|12|0|Guardian Pineapple|tiles_page6.rttex|-1804117597|0|-1|12|5|1|0|1|180|4|0|999|200|audio/mp3/scary1.mp3|1816409949|150|||||0|0|0|0|-1|-1|0|0|0|0||||
3617|0|0|19|0|Guardian Pineapple Seed|tiles_page6.rttex|-1804117597|0|-1|12|5|1|0|0|120|2|0|999|200||0|400|||||0|0|0|0|1421468927|1423076607|0|3600|0|0||||
3618|20|0|29|0|Pineapple Ring|tiles_page5.rttex|523159412|37|-1|14|15|1|0|1|36|4|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3619|4|0|19|0|Pineapple Ring Seed|tiles_page5.rttex|523159412|0|-1|14|15|1|0|0|120|2|0|999|200||0|400|||||1|2|1|2|534577151|-1510146049|0|3600|0|0||||
3620|20|0|64|1|Pineapple Fish|fish_page1.rttex|-1565372713|0|-1|0|7|1|0|0|36|4|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3621|4|0|19|1|Pineapple Fish Seed|fish_page1.rttex|-1565372713|0|-1|0|7|1|0|0|120|2|0|999|200||0|400|||||2|4|2|4|1942547455|900812287|0|3600|0|0||||
3622|20|0|8|0|Pineapple Daiquiri|tiles_page6.rttex|-1804117597|0|120|15|6|1|0|0|18|4|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3623|4|0|19|0|Pineapple Daiquiri Seed|tiles_page6.rttex|-1804117597|0|-1|15|6|1|0|0|120|2|0|999|200||0|400|||||3|6|3|6|-1510146049|-1748131585|0|3600|0|0||||
3624|20|0|20|1|Pineapple Hair|player_hairhair2.rttex|-1122106487|0|-1|3|3|1|0|1|0|0|7|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3625|4|0|19|1|Pineapple Hair Seed|player_hairhair2.rttex|-1122106487|0|-1|3|3|1|0|0|120|2|7|999|200||0|400|||||4|8|4|0|485498367|249040895|0|3600|0|0||||
3626|20|0|20|1|Pet Trainer Cap|player_hairhair2.rttex|-1122106487|0|-1|4|3|1|0|1|0|0|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3627|4|0|19|1|Pet Trainer Cap Seed|player_hairhair2.rttex|-1122106487|0|-1|4|3|1|0|0|120|2|0|999|200||0|400|||||5|10|5|2|-54301185|1659042303|0|3600|0|0||||
3628|20|0|8|0|Silkworm Leash|tiles_page6.rttex|-1804117597|0|-1|0|6|1|0|0|12|2|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3629|4|0|19|0|Silkworm Leash Seed|tiles_page6.rttex|-1804117597|0|-1|0|6|1|0|0|120|2|0|999|200||0|400|||||6|12|6|4|909522687|387548159|0|3600|0|0||||
3630|20|0|8|0|Silkworm Saddle|tiles_page6.rttex|-1804117597|0|-1|1|6|1|0|0|12|2|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3631|4|0|19|0|Silkworm Saddle Seed|tiles_page6.rttex|-1804117597|0|-1|1|6|1|0|0|120|2|0|999|200||0|400|||||7|14|7|6|459190783|-909522433|0|3600|0|0||||
3632|20|0|20|1|Leashed Silkworm - Red|player_handitem3.rttex|-2094223541|38|-1|5|7|1|0|1|0|0|5|999|200||0|21|||||0|0|0|0|-1|-1|0|0|0|0||||
3633|4|0|19|1|Leashed Silkworm - Red Seed|player_handitem3.rttex|-2094223541|0|-1|5|7|1|0|0|120|2|5|999|200||0|400|||||8|0|0|0|842203135|833050879|0|3600|0|0||||
3634|20|0|20|1|Leashed Silkworm - Green|player_handitem3.rttex|-2094223541|38|-1|5|7|1|0|1|0|0|5|999|200||0|21|||||0|0|0|0|-1|-1|0|0|0|0||||
3635|4|0|19|1|Leashed Silkworm - Green Seed|player_handitem3.rttex|-2094223541|0|-1|5|7|1|0|0|120|2|5|999|200||0|400|||||9|2|1|2|855585535|833050879|0|3600|0|0||||
3636|20|0|20|1|Leashed Silkworm - Blue|player_handitem3.rttex|-2094223541|38|-1|5|7|1|0|1|0|0|5|999|200||0|21|||||0|0|0|0|-1|-1|0|0|0|0||||
3637|4|0|19|1|Leashed Silkworm - Blue Seed|player_handitem3.rttex|-2094223541|0|-1|5|7|1|0|0|120|2|5|999|200||0|400|||||10|4|2|4|-13487361|833050879|0|3600|0|0||||
3638|20|0|20|1|Leashed Silkworm - Black|player_handitem3.rttex|-2094223541|38|-1|5|7|1|0|1|0|0|5|999|200||0|21|||||0|0|0|0|-1|-1|0|0|0|0||||
3639|4|0|19|1|Leashed Silkworm - Black Seed|player_handitem3.rttex|-2094223541|0|-1|5|7|1|0|0|120|2|5|999|200||0|400|||||11|6|3|6|842150655|833050879|0|3600|0|0||||
3640|20|0|20|1|Leashed Silkworm - White|player_handitem3.rttex|-2094223541|38|-1|5|7|1|0|1|0|0|5|999|200||0|21|||||0|0|0|0|-1|-1|0|0|0|0||||
3641|4|0|19|1|Leashed Silkworm - White Seed|player_handitem3.rttex|-2094223541|0|-1|5|7|1|0|0|120|2|5|999|200||0|400|||||12|8|4|0|-757935361|833050879|0|3600|0|0||||
3642|20|0|20|1|Leashed Silkworm - Grey|player_handitem3.rttex|-2094223541|38|-1|5|7|1|0|1|0|0|5|999|200||0|21|||||0|0|0|0|-1|-1|0|0|0|0||||
3643|4|0|19|1|Leashed Silkworm - Grey Seed|player_handitem3.rttex|-2094223541|0|-1|5|7|1|0|0|120|2|5|999|200||0|400|||||13|10|5|2|-2139062017|833050879|0|3600|0|0||||
3644|20|0|20|1|Leashed Silkworm - Purple|player_handitem3.rttex|-2094223541|38|-1|5|7|1|0|1|0|0|5|999|200||0|21|||||0|0|0|0|-1|-1|0|0|0|0||||
3645|4|0|19|1|Leashed Silkworm - Purple Seed|player_handitem3.rttex|-2094223541|0|-1|5|7|1|0|0|120|2|5|999|200||0|400|||||14|12|6|4|-13434881|833050879|0|3600|0|0||||
3646|20|0|20|1|Leashed Silkworm - Yellow|player_handitem3.rttex|-2094223541|38|-1|5|7|1|0|1|0|0|5|999|200||0|21|||||0|0|0|0|-1|-1|0|0|0|0||||
3647|4|0|19|1|Leashed Silkworm - Yellow Seed|player_handitem3.rttex|-2094223541|0|-1|5|7|1|0|0|120|2|5|999|200||0|400|||||15|14|7|6|855638015|833050879|0|3600|0|0||||
3648|20|0|20|1|Leashed Silkworm - Aqua|player_handitem3.rttex|-2094223541|38|-1|5|7|1|0|1|0|0|5|999|200||0|21|||||0|0|0|0|-1|-1|0|0|0|0||||
3649|4|0|19|1|Leashed Silkworm - Aqua Seed|player_handitem3.rttex|-2094223541|0|-1|5|7|1|0|0|120|2|5|999|200||0|400|||||0|0|0|0|-65281|833050879|0|3600|0|0||||
3650|20|0|20|1|Riding Silkworm - Red|player_feet4.rttex|804065175|39|-1|0|1|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3651|4|0|19|1|Riding Silkworm - Red Seed|player_feet4.rttex|804065175|0|-1|0|1|1|0|0|120|2|3|999|200||0|400|||||1|2|1|2|842203135|833050879|0|3600|0|0||||
3652|20|0|20|1|Riding Silkworm - Green|player_feet4.rttex|804065175|39|-1|0|1|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3653|4|0|19|1|Riding Silkworm - Green Seed|player_feet4.rttex|804065175|0|-1|0|1|1|0|0|120|2|3|999|200||0|400|||||2|4|2|4|855585535|833050879|0|3600|0|0||||
3654|20|0|20|1|Riding Silkworm - Blue|player_feet4.rttex|804065175|39|-1|0|1|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3655|4|0|19|1|Riding Silkworm - Blue Seed|player_feet4.rttex|804065175|0|-1|0|1|1|0|0|120|2|3|999|200||0|400|||||3|6|3|6|-13487361|833050879|0|3600|0|0||||
3656|20|0|20|1|Riding Silkworm - Black|player_feet4.rttex|804065175|39|-1|0|1|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3657|4|0|19|1|Riding Silkworm - Black Seed|player_feet4.rttex|804065175|0|-1|0|1|1|0|0|120|2|3|999|200||0|400|||||4|8|4|0|842150655|833050879|0|3600|0|0||||
3658|20|0|20|1|Riding Silkworm - White|player_feet4.rttex|804065175|39|-1|0|1|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3659|4|0|19|1|Riding Silkworm - White Seed|player_feet4.rttex|804065175|0|-1|0|1|1|0|0|120|2|3|999|200||0|400|||||5|10|5|2|-757935361|833050879|0|3600|0|0||||
3660|20|0|20|1|Riding Silkworm - Grey|player_feet4.rttex|804065175|39|-1|0|1|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3661|4|0|19|1|Riding Silkworm - Grey Seed|player_feet4.rttex|804065175|0|-1|0|1|1|0|0|120|2|3|999|200||0|400|||||6|12|6|4|-2139062017|833050879|0|3600|0|0||||
3662|20|0|20|1|Riding Silkworm - Purple|player_feet4.rttex|804065175|39|-1|0|1|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3663|4|0|19|1|Riding Silkworm - Purple Seed|player_feet4.rttex|804065175|0|-1|0|1|1|0|0|120|2|3|999|200||0|400|||||7|14|7|6|-13434881|833050879|0|3600|0|0||||
3664|20|0|20|1|Riding Silkworm - Yellow|player_feet4.rttex|804065175|39|-1|0|1|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3665|4|0|19|1|Riding Silkworm - Yellow Seed|player_feet4.rttex|804065175|0|-1|0|1|1|0|0|120|2|3|999|200||0|400|||||8|0|0|0|855638015|833050879|0|3600|0|0||||
3666|20|0|20|1|Riding Silkworm - Aqua|player_feet4.rttex|804065175|39|-1|0|1|1|0|1|0|0|3|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3667|4|0|19|1|Riding Silkworm - Aqua Seed|player_feet4.rttex|804065175|0|-1|0|1|1|0|0|120|2|3|999|200||0|400|||||9|2|1|2|-52481|833050879|0|3600|0|0||||
3668|20|0|37|3|CRISPR Technology|tiles_page6.rttex|-1804117597|0|-1|2|6|1|0|0|12|2|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3669|4|0|19|3|CRISPR Technology Seed|tiles_page6.rttex|-1804117597|0|-1|2|6|1|0|0|120|2|0|999|200||0|400|||||10|4|2|4|-461473025|886230783|0|3600|0|0||||
3670|20|0|37|3|Genetic Resequencer|tiles_page6.rttex|-1804117597|0|-1|3|6|1|0|0|12|2|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3671|4|0|19|3|Genetic Resequencer Seed|tiles_page6.rttex|-1804117597|0|-1|3|6|1|0|0|120|2|0|999|200||0|400|||||11|6|3|6|-1734073601|-33705985|0|3600|0|0||||
3672|20|128|20|1|Pet Trainer Medal|player_chestitem.rttex|1193684748|0|-1|4|5|1|0|1|0|0|8|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3673|4|0|19|1|Pet Trainer Medal Seed|player_chestitem.rttex|1193684748|0|-1|4|5|1|0|0|120|2|8|999|200||0|400|||||12|8|4|0|1323235583|-105227777|0|3600|0|0||||
3674|21|0|17|3|Whale Block|tiles_page6.rttex|-1804117597|0|-1|4|6|1|0|1|48|3|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3675|4|0|19|3|Whale Block Seed|tiles_page6.rttex|-1804117597|0|-1|4|6|1|0|0|120|2|0|999|200||0|400|||||13|10|5|2|-1263955201|-1736754433|0|3600|0|0||||
3676|20|0|8|3|Pet Trainer Whistle|tiles_page6.rttex|-1804117597|0|-1|5|6|1|0|0|12|2|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3677|4|0|19|3|Pet Trainer Whistle Seed|tiles_page6.rttex|-1804117597|0|-1|5|6|1|0|0|120|2|0|999|200||0|400|||||14|12|6|4|-1077952513|601552383|0|3600|0|0||||
3678|20|0|20|1|Thinking Cap|player_hairhair2.rttex|-1122106487|7|-1|5|3|1|0|1|0|0|0|999|200|game/p_brn.rttex|1584518182|11|||||0|0|0|0|-1|-1|0|0|0|0||||
3679|4|0|19|1|Thinking Cap Seed|player_hairhair2.rttex|-1122106487|0|-1|5|3|1|0|0|120|2|0|999|200||0|400|||||15|14|7|6|-1938602241|232456191|0|3600|0|0||||
3680|20|0|20|1|Phlogiston|player_handitem3.rttex|-2094223541|6|-1|7|7|1|0|1|0|0|5|999|200|game/potfir.rttex|-1953015225|22|||||0|0|0|0|-1|-1|0|0|0|0||||
3681|4|0|19|1|Phlogiston Seed|player_handitem3.rttex|-2094223541|0|-1|7|7|1|0|0|120|2|5|999|200||0|400|||||0|0|0|0|501022719|489881599|0|3600|0|0||||
3682|23|0|80|3|Lock-Bot|tiles_page6.rttex|-1804117597|4|-1|6|6|1|0|0|120|3|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3683|4|0|19|3|Lock-Bot Seed|tiles_page6.rttex|-1804117597|0|-1|6|6|1|0|0|120|2|0|999|200||0|400|||||1|2|1|2|-909522433|-136447745|0|3600|0|0||||
3684|20|0|8|3|Lock-Bot Remote|tiles_page6.rttex|-1804117597|0|-1|8|6|1|0|0|12|2|0|999|200||0|400|||||0|0|0|0|-1|-1|0|0|0|0||||
3685|4|0|19|3|Lock-Bot Remote Seed|tiles_page6.rttex|-1804117597|0|-1|8|6|1|0|0|120|2|0|999|200||0|400|||||2|4|2|4|-882979841|-909522433|0|3600|0|0||||
